 Procedimentos hospitalares do SUS - por local de residência - Brasil
Óbitos por Município e Subgrupo proced.
Período:Jul-Set/2022
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0211 Métodos diagnósticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"314190 MINDURI";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"314200 MIRABELA";-;-;-;-;16;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;18
"314210 MIRADOURO";-;-;-;-;5;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"314220 MIRAI";-;-;-;-;6;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"314225 MIRAVANIA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314230 MOEDA";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"314240 MOEMA";-;-;-;-;4;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"314260 MONSENHOR PAULO";-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"314270 MONTALVANIA";-;-;-;1;10;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"314280 MONTE ALEGRE DE MINAS";-;-;-;-;14;3;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;22
"314290 MONTE AZUL";-;-;-;-;20;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;25
"314300 MONTE BELO";-;-;-;-;15;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;20
"314310 MONTE CARMELO";-;-;-;-;45;4;3;-;-;-;-;2;-;-;1;-;-;-;-;-;2;-;-;2;-;-;-;1;60
"314315 MONTE FORMOSO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314320 MONTE SANTO DE MINAS";-;-;-;-;23;4;-;-;-;-;-;1;-;-;-;1;2;-;-;-;2;-;-;2;-;-;-;-;35
"314330 MONTES CLAROS";-;1;-;-;192;44;11;4;-;-;1;7;-;-;19;6;9;-;-;-;10;-;-;23;2;-;-;-;329
"314340 MONTE SIAO";-;-;-;-;14;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;20
"314345 MONTEZUMA";-;-;-;-;4;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;7
"314350 MORADA NOVA DE MINAS";-;-;-;-;4;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"314360 MORRO DA GARCA";-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"314370 MORRO DO PILAR";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"314380 MUNHOZ";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4
"314390 MURIAE";-;-;-;3;45;25;6;-;-;-;-;1;-;-;1;3;1;-;-;-;4;-;4;8;-;-;-;-;101
"314400 MUTUM";-;-;-;-;13;4;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;22
"314410 MUZAMBINHO";-;-;-;2;26;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;33
"314420 NACIP RAYDAN";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"314430 NANUQUE";-;-;-;-;36;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40
"314435 NAQUE";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"314437 NATALANDIA";-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"314440 NATERCIA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4
"314450 NAZARENO";-;-;-;-;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"314460 NEPOMUCENO";-;-;-;-;11;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;16
"314465 NINHEIRA";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"314467 NOVA BELEM";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"314470 NOVA ERA";-;-;-;-;19;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;26
"314480 NOVA LIMA";-;1;-;-;44;5;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;53
"314490 NOVA MODICA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;4
"314500 NOVA PONTE";-;-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"314505 NOVA PORTEIRINHA";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"314510 NOVA RESENDE";-;-;-;2;11;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;17
"314520 NOVA SERRANA";-;-;-;-;24;7;1;-;-;-;-;1;-;-;3;3;-;1;-;-;1;-;-;6;-;-;-;-;47
"314530 NOVO CRUZEIRO";1;-;-;1;22;-;-;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;28
"314535 NOVO ORIENTE DE MINAS";-;-;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;6
"314537 NOVORIZONTE";-;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"314540 OLARIA";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"314545 OLHOS-D'AGUA";-;-;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"314550 OLIMPIO NORONHA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"314560 OLIVEIRA";-;-;-;-;22;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;4;-;-;-;-;28
"314570 OLIVEIRA FORTES";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"314580 ONCA DE PITANGUI";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314585 ORATORIOS";-;-;-;2;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;9
"314587 ORIZANIA";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7
"314590 OURO BRANCO";-;-;-;-;18;-;2;1;-;-;-;-;1;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;26
"314600 OURO FINO";-;-;-;-;35;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;39
"314610 OURO PRETO";-;-;-;-;39;4;3;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;48
"314620 OURO VERDE DE MINAS";-;-;-;-;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"314625 PADRE CARVALHO";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"314630 PADRE PARAISO";-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;19
"314640 PAINEIRAS";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314650 PAINS";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"314655 PAI PEDRO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"314660 PAIVA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;3
"314670 PALMA";-;-;-;-;5;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"314675 PALMOPOLIS";-;-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"314690 PAPAGAIOS";-;-;-;-;5;2;-;-;-;-;-;1;1;-;1;4;-;-;-;-;1;-;-;-;-;-;-;-;15
"314700 PARACATU";-;-;-;1;66;5;1;1;-;-;-;6;-;-;-;4;1;-;-;-;-;-;-;1;-;-;-;1;87
"314710 PARA DE MINAS";-;-;-;2;43;7;2;-;-;-;-;-;1;-;3;2;1;-;-;-;1;-;-;2;1;-;-;-;65
"314720 PARAGUACU";-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;20
"314730 PARAISOPOLIS";-;-;-;-;19;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;3;-;-;-;-;26
"314740 PARAOPEBA";-;-;-;-;17;5;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;25
"314750 PASSABEM";-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;6
"314760 PASSA QUATRO";-;-;-;-;12;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;17
"314770 PASSA TEMPO";-;-;-;-;9;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"314780 PASSA-VINTE";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"314790 PASSOS";-;-;-;3;82;35;1;1;-;-;-;-;-;-;2;1;1;2;-;-;9;-;-;13;-;-;-;-;150
"314795 PATIS";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;6
"314800 PATOS DE MINAS";-;-;-;-;96;9;1;1;-;-;-;4;-;-;1;4;-;-;-;-;3;-;-;2;1;-;-;-;122
"314810 PATROCINIO";-;-;-;-;45;1;-;1;1;-;-;2;3;-;2;2;1;-;-;1;2;-;-;5;-;-;-;1;67
"314820 PATROCINIO DO MURIAE";-;-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6
"314830 PAULA CANDIDO";-;-;-;-;5;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;10
"314840 PAULISTAS";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;7
"314850 PAVAO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314860 PECANHA";-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;20
"314870 PEDRA AZUL";-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;11
"314875 PEDRA BONITA";-;-;-;-;4;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;8
"314880 PEDRA DO ANTA";-;-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;8
"314890 PEDRA DO INDAIA";-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"314900 PEDRA DOURADA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;3
"314910 PEDRALVA";-;-;-;-;9;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;11
"314915 PEDRAS DE MARIA DA CRUZ";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"314920 PEDRINOPOLIS";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314930 PEDRO LEOPOLDO";-;-;-;-;26;1;2;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;1;2;-;-;2;38
"314940 PEDRO TEIXEIRA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314950 PEQUERI";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"314960 PEQUI";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"314970 PERDIGAO";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"314980 PERDIZES";-;-;-;-;13;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;19
"314990 PERDOES";-;-;-;-;15;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;18
"314995 PERIQUITO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315000 PESCADOR";-;-;-;1;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;8
"315010 PIAU";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"315015 PIEDADE DE CARATINGA";-;-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;8
"315020 PIEDADE DE PONTE NOVA";-;-;-;1;7;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;12
"315030 PIEDADE DO RIO GRANDE";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315040 PIEDADE DOS GERAIS";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"315050 PIMENTA";-;-;-;-;2;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"315053 PINGO-D'AGUA";-;-;-;-;4;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"315057 PINTOPOLIS";-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315060 PIRACEMA";-;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;7
"315070 PIRAJUBA";-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"315080 PIRANGA";-;-;-;-;10;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"315090 PIRANGUCU";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315100 PIRANGUINHO";-;-;-;-;11;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"315110 PIRAPETINGA";-;-;-;-;4;4;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"315120 PIRAPORA";-;-;-;-;31;3;2;1;-;-;-;1;-;-;-;-;2;-;-;-;1;-;-;1;1;-;-;-;43
"315130 PIRAUBA";-;-;-;-;16;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;20
"315140 PITANGUI";-;-;-;-;13;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;16
"315150 PIUMHI";-;-;-;-;36;8;2;1;-;-;-;-;-;-;2;-;-;-;-;-;3;-;-;4;-;-;-;1;57
"315160 PLANURA";-;-;-;-;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"315170 POCO FUNDO";-;-;-;-;9;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;12
"315180 POCOS DE CALDAS";-;-;-;-;87;14;2;-;-;-;-;-;-;-;2;2;-;1;-;-;5;-;-;9;1;-;-;-;123
"315190 POCRANE";-;-;-;-;3;2;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"315200 POMPEU";-;-;-;-;18;4;-;1;-;-;-;-;3;-;1;1;-;-;-;-;-;-;-;1;1;-;-;-;30
"315210 PONTE NOVA";-;-;-;13;41;10;8;-;-;-;-;-;3;-;2;3;2;-;-;-;2;1;-;7;1;-;-;-;93
"315213 PONTO CHIQUE";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315217 PONTO DOS VOLANTES";-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;13
"315220 PORTEIRINHA";-;-;-;2;13;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;1;-;-;-;-;21
"315230 PORTO FIRME";-;-;-;-;6;3;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;12
"315240 POTE";-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"315250 POUSO ALEGRE";-;-;-;5;70;3;2;1;-;-;-;-;-;-;1;1;-;2;-;-;2;-;-;13;-;-;-;-;100
"315260 POUSO ALTO";-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"315270 PRADOS";-;-;-;-;8;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;11
"315280 PRATA";-;-;-;-;13;2;-;-;-;-;-;2;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;19
"315290 PRATAPOLIS";-;-;-;-;14;3;1;1;-;-;-;1;-;-;1;-;-;1;-;-;1;-;-;1;-;-;-;-;24
"315300 PRATINHA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315310 PRESIDENTE BERNARDES";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;7
"315320 PRESIDENTE JUSCELINO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315330 PRESIDENTE KUBITSCHEK";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"315340 PRESIDENTE OLEGARIO";-;-;-;-;6;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;9
"315350 ALTO JEQUITIBA";-;-;-;-;10;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;13
"315360 PRUDENTE DE MORAIS";-;-;-;-;6;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;9
"315370 QUARTEL GERAL";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"315380 QUELUZITO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315390 RAPOSOS";-;-;-;-;13;2;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;19
"315400 RAUL SOARES";-;-;-;1;12;4;-;-;-;-;-;-;1;-;1;2;-;-;-;-;-;-;-;2;-;-;-;1;24
"315410 RECREIO";-;-;-;-;4;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;11
"315415 REDUTO";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"315420 RESENDE COSTA";-;-;-;-;12;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;14
"315430 RESPLENDOR";-;-;-;-;25;1;-;2;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;30
"315440 RESSAQUINHA";-;-;-;-;2;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"315445 RIACHINHO";-;-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"315450 RIACHO DOS MACHADOS";-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315460 RIBEIRAO DAS NEVES";-;1;-;14;146;24;2;3;-;-;-;2;1;-;2;10;2;-;-;-;-;-;-;11;1;-;-;1;220
"315470 RIBEIRAO VERMELHO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315480 RIO ACIMA";-;-;-;-;4;2;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;9
"315490 RIO CASCA";-;-;-;1;11;3;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;18
"315500 RIO DOCE";-;-;-;-;5;1;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;9
"315510 RIO DO PRADO";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"315520 RIO ESPERA";-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"315530 RIO MANSO";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6
"315540 RIO NOVO";-;-;-;-;4;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"315550 RIO PARANAIBA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315560 RIO PARDO DE MINAS";-;-;-;-;19;-;3;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;24
"315570 RIO PIRACICABA";-;-;-;-;13;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;16
"315580 RIO POMBA";-;-;-;-;21;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;28
"315590 RIO PRETO";-;-;-;-;6;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;8
"315600 RIO VERMELHO";-;-;-;-;8;2;1;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;15
"315610 RITAPOLIS";-;-;-;-;5;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;8
"315620 ROCHEDO DE MINAS";-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"315630 RODEIRO";-;-;-;-;7;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"315640 ROMARIA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"315645 ROSARIO DA LIMEIRA";-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315650 RUBELITA";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"315660 RUBIM";-;-;-;-;11;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;13
"315670 SABARA";-;-;-;2;66;3;3;-;-;-;-;-;-;-;-;4;1;-;-;-;-;-;-;2;1;-;-;1;83
"315680 SABINOPOLIS";-;-;-;-;20;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
"315690 SACRAMENTO";-;-;-;-;22;3;-;1;-;-;-;1;-;-;3;2;-;-;-;-;-;-;-;2;-;-;-;-;34
"315700 SALINAS";-;-;-;-;27;2;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;32
"315710 SALTO DA DIVISA";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;6
"315720 SANTA BARBARA";-;1;-;5;14;4;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;28
"315725 SANTA BARBARA DO LESTE";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;4
"315727 SANTA BARBARA DO MONTE VERDE";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315730 SANTA BARBARA DO TUGURIO";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315733 SANTA CRUZ DE MINAS";-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;5
"315737 SANTA CRUZ DE SALINAS";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
