 Procedimentos hospitalares do SUS - por local de residência - Brasil
Média permanência por Município e Subgrupo proced.
Período:Jul-Set/2020
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0211 Métodos diagnósticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0501 Coleta e exames para fins de doação de orgãos, tecidos e células e de transplante";"0503 Ações relacionadas à doação de orgãos e tecidos para transplante";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"411125 ITAPERUCU";...;14,0;1,0;2,6;4,5;3,9;6,7;11,0;2,4;...;...;4,2;...;-;4,1;5,1;2,4;1,5;1,0;1,8;5,5;5,4;...;3,1;1,8;...;-;9,0;7,0;3,9
"411130 ITAUNA DO SUL";...;...;...;1,7;15,4;2,6;...;4,3;2,8;...;...;...;...;...;2,0;5,2;1,5;...;...;2,9;22,0;...;...;8,8;4,0;...;...;...;...;6,4
"411140 IVAI";...;...;...;...;6,5;2,1;4,5;...;2,1;...;...;3,8;1,0;...;5,0;2,8;3,9;6,0;...;2,0;3,0;...;...;5,7;0,5;...;-;...;12,4;4,8
"411150 IVAIPORA";...;4,0;...;1,0;6,1;2,9;3,3;2,3;2,0;1,0;...;...;2,2;-;6,3;2,8;1,9;2,4;...;2,4;2,3;1,0;...;5,5;2,1;...;0,2;5,0;3,7;4,7
"411155 IVATE";...;...;...;1,0;21,8;2,5;3,0;...;4,7;...;...;6,0;...;...;...;5,0;2,7;1,5;1,0;1,7;...;...;...;5,2;-;...;...;...;...;11,1
"411160 IVATUBA";...;...;...;1,0;11,1;6,5;2,0;18,0;2,0;...;...;...;...;...;...;3,0;1,0;2,0;...;3,4;...;...;...;2,4;2,0;...;...;...;...;5,8
"411170 JABOTI";...;...;...;4,0;3,9;2,8;1,6;...;3,0;...;...;...;...;...;3,5;4,3;4,3;2,0;...;2,9;17,0;9,0;...;3,1;...;...;...;8,0;3,0;3,7
"411180 JACAREZINHO";8,0;...;...;1,6;8,8;6,6;3,5;3,9;2,9;...;...;1,0;2,0;-;5,3;3,6;2,8;2,2;1,0;2,9;15,0;...;...;8,4;2,9;...;-;...;...;5,6
"411190 JAGUAPITA";...;...;...;0,9;4,2;3,5;2,2;3,0;2,7;2,0;...;3,0;1,0;-;6,0;3,5;4,8;2,0;2,0;2,4;3,0;...;...;6,2;6,5;...;1,0;...;...;3,8
"411200 JAGUARIAIVA";...;-;...;2,3;4,4;2,4;3,3;2,8;2,0;4,0;...;1,0;3,4;0,5;1,4;2,9;1,3;1,0;...;2,5;7,0;...;...;3,8;1,8;...;...;...;13,0;3,1
"411210 JANDAIA DO SUL";3,0;2,0;...;1,2;8,2;4,6;3,6;2,0;2,2;...;...;17,5;...;-;4,3;4,2;1,9;2,3;2,0;2,2;10,3;...;...;3,3;3,7;...;...;...;...;6,4
"411220 JANIOPOLIS";...;...;...;1,0;7,1;2,9;3,0;5,5;2,3;...;...;...;...;...;1,0;2,0;3,2;3,0;...;3,0;5,0;...;...;6,0;2,2;...;...;...;...;4,9
"411230 JAPIRA";...;...;...;1,8;6,7;...;3,0;2,8;3,2;...;...;...;1,0;...;4,0;2,8;2,3;...;...;2,0;...;...;...;3,8;3,3;...;...;...;...;4,7
"411240 JAPURA";...;...;...;0,6;5,0;4,2;3,7;3,0;2,0;...;...;...;...;...;12,0;3,0;2,1;9,0;...;1,0;...;...;...;10,2;6,5;...;...;...;...;4,7
"411250 JARDIM ALEGRE";...;...;...;0,5;9,0;2,0;3,3;...;3,3;...;1,0;...;3,0;...;6,3;8,7;2,3;2,6;1,0;2,8;8,2;...;...;3,7;1,0;...;...;...;...;6,7
"411260 JARDIM OLINDA";...;...;...;...;5,2;1,0;3,0;1,0;5,0;...;...;...;...;...;6,0;5,5;4,0;...;...;1,0;...;...;...;2,8;1,0;...;...;...;...;3,7
"411270 JATAIZINHO";...;1,0;...;0,7;4,0;6,0;4,6;2,4;2,0;...;...;10,0;3,0;...;4,4;3,5;3,0;3,0;...;2,3;12,0;...;...;4,3;1,8;...;-;...;...;3,9
"411275 JESUITAS";...;...;...;0,7;7,9;2,6;2,0;6,3;1,5;...;...;13,5;4,5;...;4,4;6,5;2,4;3,5;...;2,0;...;...;...;8,4;2,5;...;...;10,0;2,0;6,2
"411280 JOAQUIM TAVORA";...;8,0;...;-;5,4;3,3;2,9;3,7;2,4;...;...;...;...;...;7,0;8,8;3,1;2,0;...;2,2;4,0;...;...;5,9;2,6;...;...;...;...;4,6
"411290 JUNDIAI DO SUL";...;...;...;2,0;3,5;10,0;...;...;3,5;...;3,0;...;...;...;3,0;8,0;6,3;...;...;-;...;...;...;4,7;4,0;...;...;...;...;4,1
"411295 JURANDA";...;...;...;1,0;6,0;6,2;2,0;3,0;1,5;...;...;...;...;...;7,7;2,0;1,3;2,0;...;2,1;...;...;...;2,9;2,2;...;1,0;...;...;4,4
"411300 JUSSARA";...;...;...;1,0;5,1;1,5;...;0,5;2,5;...;...;8,0;-;-;5,7;4,4;2,3;7,0;...;2,4;...;7,5;...;6,1;6,3;...;...;...;...;4,0
"411310 KALORE";...;...;...;1,0;7,9;2,0;...;3,0;2,0;...;...;...;1,0;...;3,0;9,0;1,2;1,5;...;4,2;3,0;...;...;3,5;...;...;...;...;...;5,7
"411320 LAPA";1,0;7,3;...;0,9;8,7;5,0;6,5;2,1;3,1;3,2;1,0;4,0;7,0;0,4;4,1;2,5;2,4;2,5;1,0;2,1;5,9;3,3;...;4,5;2,2;...;0,3;4,5;2,6;5,6
"411325 LARANJAL";...;...;...;...;4,6;3,0;...;1,3;2,3;-;...;...;2,0;...;5,8;6,0;1,8;...;...;2,7;1,0;1,0;...;2,8;0,5;...;-;...;...;3,5
"411330 LARANJEIRAS DO SUL";...;4,0;...;1,0;3,3;2,5;2,9;2,7;2,4;2,8;...;1,0;4,9;...;1,7;6,7;2,5;1,4;...;2,5;6,5;7,6;...;6,2;2,0;...;-;...;...;3,1
"411340 LEOPOLIS";...;...;...;1,0;5,6;2,0;5,5;2,7;3,0;...;...;10,0;1,0;...;...;2,4;2,2;...;...;2,8;...;...;...;14,0;2,0;...;...;...;...;4,3
"411342 LIDIANOPOLIS";...;...;...;...;9,5;4,0;13,0;3,0;...;...;...;...;...;-;8,6;1,8;1,6;1,8;...;2,0;13,0;...;...;4,4;3,5;...;...;...;...;6,6
"411345 LINDOESTE";...;...;...;...;3,7;3,0;2,0;1,0;3,3;...;...;...;4,0;...;12,0;4,0;7,5;...;...;4,2;3,0;22,0;...;...;1,0;...;...;...;...;4,1
"411350 LOANDA";18,5;...;...;1,4;6,3;3,2;2,7;3,8;...;8,0;2,0;4,7;17,0;...;4,3;5,0;4,4;1,0;...;2,8;11,0;...;...;4,5;2,3;...;...;...;2,0;5,1
"411360 LOBATO";...;...;...;1,0;4,7;2,2;...;2,0;2,0;...;...;...;...;...;5,5;30,0;2,5;...;...;2,4;...;...;...;2,9;...;...;...;...;...;3,9
"411370 LONDRINA";1,1;5,2;1,3;0,8;7,7;4,6;4,5;4,4;3,2;2,4;3,2;8,4;4,1;0,1;4,5;3,6;3,9;3,2;1,6;3,1;7,9;4,3;3,0;5,5;3,1;...;1,2;4,0;20,0;5,4
"411373 LUIZIANA";...;...;...;0,7;4,0;2,0;...;4,0;4,0;...;...;5,0;...;...;1,0;2,0;3,0;2,0;...;2,8;3,0;...;...;2,8;2,0;...;-;...;23,0;3,4
"411375 LUNARDELLI";...;...;...;7,0;6,2;3,5;3,5;...;...;...;...;...;...;...;4,5;2,3;4,6;3,0;1,0;2,6;...;...;...;3,0;1,0;...;...;...;...;5,3
"411380 LUPIONOPOLIS";...;...;...;2,6;7,3;2,5;7,0;...;2,8;...;...;...;...;...;3,0;5,0;5,0;6,0;...;3,4;8,0;...;...;4,7;5,3;...;...;...;...;5,6
"411390 MALLET";8,0;...;...;0,8;4,2;3,2;2,2;3,1;2,3;...;...;...;-;...;5,6;2,3;0,5;...;...;2,3;...;...;...;3,3;4,8;...;...;...;...;3,5
"411400 MAMBORE";...;...;...;1,0;8,9;2,3;2,0;4,0;2,3;1,0;...;...;14,0;...;1,8;3,2;1,9;1,3;...;2,6;2,5;1,8;...;4,5;2,8;...;0,3;...;...;4,9
"411410 MANDAGUACU";7,0;...;...;1,3;7,0;2,5;3,5;2,0;2,3;1,0;...;9,0;...;-;2,6;3,3;2,9;2,4;...;2,3;7,0;1,0;...;3,7;2,9;...;...;...;1,0;4,7
"411420 MANDAGUARI";...;2,0;...;0,7;7,7;2,5;3,8;2,7;3,2;...;...;8,3;1,0;-;2,9;3,8;3,2;1,6;...;2,5;...;...;13,0;3,3;2,9;...;0,3;33,0;...;4,8
"411430 MANDIRITUBA";1,0;4,0;...;0,7;5,4;4,0;2,9;2,0;2,1;3,0;...;...;1,5;...;4,5;3,9;2,1;1,0;2,3;2,1;4,0;9,5;...;4,2;3,4;...;...;...;7,8;3,8
"411435 MANFRINOPOLIS";...;...;...;0,5;5,5;3,0;...;...;1,5;...;...;...;...;...;3,5;2,3;2,0;...;...;2,0;...;...;...;7,0;2,0;...;...;...;...;3,6
"411440 MANGUEIRINHA";...;...;...;1,0;4,3;3,9;2,0;3,4;1,3;0,5;...;0,9;-;...;3,0;2,0;2,0;0,9;...;1,5;7,0;...;...;3,0;1,5;...;-;...;...;3,0
"411450 MANOEL RIBAS";1,0;...;...;1,0;5,9;2,3;5,2;...;2,0;1,0;...;...;4,5;1,0;11,6;3,8;2,2;2,0;...;2,2;...;...;...;5,6;1,5;...;...;...;...;4,3
"411460 MARECHAL CANDIDO RONDON";1,5;...;...;1,0;9,5;3,5;2,8;4,5;1,5;1,0;...;24,0;3,3;-;6,7;3,1;1,3;1,5;1,0;2,3;2,4;6,0;...;4,5;1,7;...;-;15,0;4,0;4,7
"411470 MARIA HELENA";...;...;...;1,4;15,5;2,4;3,0;9,0;1,5;...;...;4,0;...;...;4,7;6,0;2,6;1,0;...;1,3;2,0;...;...;3,5;...;...;-;...;3,0;6,3
"411480 MARIALVA";...;1,0;...;1,2;7,2;2,4;4,0;2,1;2,5;2,5;...;2,0;1,0;-;3,3;3,9;3,0;3,6;...;2,4;...;2,0;...;5,0;4,2;...;-;...;...;4,3
"411490 MARILANDIA DO SUL";...;...;...;1,4;8,5;4,0;...;6,0;1,1;...;...;...;...;...;7,3;3,8;2,4;...;...;2,1;5,0;...;...;4,3;4,5;...;...;...;...;5,2
"411500 MARILENA";...;...;1,0;0,8;6,4;3,4;10,0;2,2;...;...;...;6,0;11,5;...;7,3;4,6;3,8;1,0;1,0;2,4;...;...;...;3,7;8,5;...;...;...;...;5,2
"411510 MARILUZ";...;...;...;0,9;9,6;3,1;8,3;2,0;1,4;0,5;...;2,0;8,7;...;4,3;5,0;2,9;1,5;...;2,3;4,5;...;...;7,0;...;...;...;...;...;6,4
"411520 MARINGA";3,5;3,7;...;1,3;7,1;3,3;3,9;2,5;2,6;1,4;2,3;5,4;4,8;0,1;3,4;3,2;3,0;2,2;2,6;2,6;7,6;4,9;...;4,3;3,8;1,0;0,2;20,0;3,5;4,8
"411530 MARIOPOLIS";...;...;...;-;4,7;2,3;1,0;2,5;1,6;...;...;11,0;1,0;-;1,0;1,8;1,4;4,0;...;1,3;2,0;...;...;-;13,0;...;...;...;...;3,2
"411535 MARIPA";...;...;...;...;7,4;2,7;2,0;3,5;1,2;0,7;...;...;...;...;3,0;1,0;3,0;3,0;...;3,3;3,0;...;...;3,6;2,3;...;-;...;...;3,8
"411540 MARMELEIRO";1,0;...;...;0,5;6,8;3,0;5,0;7,0;2,0;0,3;...;12,0;1,0;...;3,9;4,9;2,3;1,4;...;2,4;6,8;3,0;...;3,6;2,8;...;-;...;8,5;4,0
"411545 MARQUINHO";...;...;...;1,0;3,0;2,4;1,5;2,0;2,4;-;...;...;13,0;...;3,0;...;4,1;...;...;2,8;...;...;...;4,0;...;...;-;...;...;3,0
"411550 MARUMBI";...;...;...;1,7;14,5;2,0;3,0;2,0;1,0;1,0;...;4,0;...;...;7,3;2,5;1,1;...;...;2,1;1,0;...;...;34,0;1,3;...;...;...;...;7,9
"411560 MATELANDIA";...;...;...;1,6;4,5;2,7;2,3;4,4;2,0;-;...;1,0;7,0;...;2,3;2,0;2,4;4,5;-;2,4;5,7;...;...;4,1;1,2;...;...;...;...;3,0
"411570 MATINHOS";-;1,4;...;-;8,2;3,6;2,6;4,5;2,1;1,5;...;5,0;6,7;0,2;3,6;6,5;2,4;3,0;-;1,8;9,6;...;10,0;4,4;2,5;...;...;...;9,5;5,0
"411573 MATO RICO";...;...;...;...;3,4;1,8;3,0;1,0;1,0;...;...;...;...;...;9,0;...;2,4;2,3;...;2,0;...;2,0;...;3,0;3,0;...;...;...;2,0;2,7
"411575 MAUA DA SERRA";...;...;...;0,8;11,3;4,0;4,0;2,5;1,2;...;...;18,0;9,0;...;6,7;14,0;3,5;...;...;2,2;4,3;...;...;13,0;1,2;...;0,7;...;...;7,0
"411580 MEDIANEIRA";1,0;...;...;0,8;5,4;2,9;2,9;3,2;1,6;-;...;3,0;8,5;0,5;4,7;3,4;2,0;0,6;2,0;2,3;2,0;3,5;...;2,8;1,7;...;...;...;2,5;3,5
"411585 MERCEDES";...;...;...;1,0;8,4;2,9;-;2,8;1,1;...;...;...;2,0;...;...;3,0;2,5;2,0;...;2,0;4,8;...;...;8,9;1,0;...;...;...;4,7;4,7
"411590 MIRADOR";...;...;...;1,5;3,5;2,3;6,7;3,5;...;...;...;...;1,0;...;9,0;1,0;3,7;14,0;...;3,0;3,0;...;...;4,3;5,0;...;...;...;...;3,7
"411600 MIRASELVA";...;...;...;4,5;9,7;5,5;3,0;...;4,0;...;...;5,0;...;...;8,0;...;-;...;...;2,0;...;...;...;7,5;5,1;...;...;...;...;6,0
"411605 MISSAL";...;...;...;...;3,1;2,8;2,0;1,0;1,3;-;...;...;...;-;1,4;3,0;1,7;1,3;-;1,4;...;12,0;...;3,9;3,4;...;...;...;...;2,7
"411610 MOREIRA SALES";...;4,0;...;2,5;12,6;2,2;3,5;3,4;2,0;0,5;1,0;7,0;8,0;...;...;8,3;2,9;2,3;-;3,0;4,5;...;...;4,6;1,5;...;-;...;...;6,8
"411620 MORRETES";...;2,5;...;2,0;7,3;2,6;2,2;2,8;2,3;5,0;...;28,0;11,0;-;3,6;2,2;1,8;1,6;...;1,7;2,0;3,5;...;5,1;-;...;...;...;4,7;4,7
"411630 MUNHOZ DE MELO";...;...;...;1,0;3,8;...;11,0;2,0;2,0;...;...;...;1,0;...;...;1,5;3,8;...;...;2,2;...;...;...;3,0;1,7;...;...;...;...;3,1
"411640 NOSSA SENHORA DAS GRACAS";...;...;...;1,0;4,1;...;3,0;5,3;3,5;...;...;...;...;...;14,0;3,6;4,0;-;...;2,2;...;11,3;...;4,1;1,0;...;...;...;...;4,2
"411650 NOVA ALIANCA DO IVAI";...;...;...;1,0;9,0;...;...;...;...;...;...;...;1,0;...;3,0;...;2,0;1,0;...;...;...;...;...;6,0;...;...;...;...;...;5,0
"411660 NOVA AMERICA DA COLINA";...;14,0;...;0,8;6,6;3,6;...;1,0;...;...;...;...;3,5;...;1,3;4,3;2,0;1,0;...;2,0;-;...;...;6,5;4,0;...;...;...;...;4,5
"411670 NOVA AURORA";...;...;...;2,0;4,6;2,1;1,8;2,0;2,5;-;...;9,8;...;-;6,3;5,5;1,8;2,0;-;3,0;6,5;...;4,0;8,5;1,9;...;-;-;...;4,2
"411680 NOVA CANTU";...;...;...;0,8;5,5;3,2;...;...;...;...;...;...;-;1,0;4,0;3,2;2,0;1,0;...;2,1;...;2,0;...;2,9;0,8;...;...;...;...;3,9
"411690 NOVA ESPERANCA";...;...;...;2,4;6,9;3,1;3,7;4,1;2,1;3,5;3,0;11,0;1,0;-;4,6;4,8;2,5;3,0;1,5;7,1;3,0;8,5;...;4,3;3,4;...;0,2;...;...;5,1
"411695 NOVA ESPERANCA DO SUDOESTE";...;...;...;1,7;4,9;2,8;1,5;3,0;1,8;...;...;8,0;...;...;7,6;2,0;2,1;1,5;...;2,7;6,5;...;...;5,8;0,3;...;...;...;...;3,7
"411700 NOVA FATIMA";...;...;...;0,5;6,6;2,6;3,9;1,8;2,0;...;...;5,5;...;-;4,4;2,5;2,3;2,0;...;5,6;4,3;...;...;6,6;3,0;...;...;...;...;5,5
"411705 NOVA LARANJEIRAS";...;...;...;1,0;3,9;2,1;4,0;2,0;2,5;6,5;...;...;...;...;2,0;...;3,2;1,5;...;2,5;...;14,0;...;8,8;1,7;...;-;...;...;3,5
